Name,Year,Genre,Perspective,Console,Moby Score,Critics,Publishers,Developers,Multiplayer,Offline Players,Gameplay
Sid Meier's Civilization IV,2005,Strategy,Diagonal-down,Windows,8.7,92% (88),"2K Games, Inc., CyberFront Corporation, Aspyr Media, Inc.","2K Games, Inc.",0.0,1.0,Free-roaming camera
Valhalla,1983,Adventure,Side view,ZX Spectrum,8.0,92% (6),"Legend, Eurosoft International, 2.99 Classics",Legend,0.0,1.0,Fixed / flip-screen
NiGHTS into Dreams...,1996,Action,Behind view,SEGA Saturn,8.3,92% (21),Sonic Team,Sonic Team,0.0,1.0,
Mass Effect 2,2010,Role-playing (RPG),Behind view,Windows,8.8,92% (73),"Electronic Arts, Inc., ak tronic Software & Services GmbH","Electronic Arts, Inc.",0.0,1.0,"Action RPG, Quick Time Events (QTEs), Shooter"
StarCraft II: Wings of Liberty,2010,Strategy,Diagonal-down,Windows,8.8,92% (67),Blizzard Entertainment Inc.,Blizzard Entertainment Inc.,0.0,1.0,Free-roaming camera
Forza Motorsport,2005,Racing / Driving,1st-person,Xbox,8.9,92% (72),Turn 10 Studios,Turn 10 Studios,0.0,1.0,Direct control
The Legend of Zelda: Skyward Sword,2011,Action,1st-person,Wii,8.8,92% (78),"Nintendo of Europe GmbH, Nintendo of America Inc., Nintendo Co., Ltd., Nintendo Australia Pty., Ltd.",Nintendo of Europe GmbH,0.0,1.0,Free-roaming camera
Final Fantasy X,2001,Role-playing (RPG),Behind view,PlayStation 2,8.0,92% (52),"Square Co., Ltd.","Square Co., Ltd.",0.0,1.0,Anime / Manga
NCAA Football 2004,2003,Sports,Managerial / business simulation,PlayStation 2,8.8,92% (21),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Football (American)
Resident Evil 4,2023,Action,Behind view,Windows,9.1,92% (161),"Capcom Co., Ltd., CE Europe Ltd., Capcom U.S.A., Inc.","Capcom Co., Ltd.",0.0,1.0,"Shooter, Survival horror"
The Worm in Paradise,1985,Adventure,Text-based / Spreadsheet,MSX,7.8,92% (10),"Level 9 Computing, Ltd.","Level 9 Computing, Ltd.",0.0,1.0,Fixed / flip-screen
Back to Skool,1985,Action,Side view,ZX Spectrum,7.8,92% (5),"Microsphere Computer Services Ltd., Serma Software, Alternative Software Ltd., Elite Systems Ltd.",Microsphere Computer Services Ltd.,0.0,1.0,2D scrolling
Gran Turismo 2,1999,Racing / Driving,1st-person,PlayStation,8.3,92% (20),Polyphony Digital Inc.,Polyphony Digital Inc.,0.0,1.0,"Automobile, Street racing, Track racing, Vehicle simulator"
Disco Elysium,2019,Role-playing (RPG),Diagonal-down,Windows,8.7,92% (47),"Zaum Studio OÜ, Disco Elysium UK Ltd.",Zaum Studio OÜ,0.0,1.0,2D scrolling
Survival Kids,1999,Action,Diagonal-down,Game Boy Color,8.3,92% (7),"Konami Computer Entertainment Sapporo Co., Ltd","Konami Computer Entertainment Sapporo Co., Ltd",0.0,1.0,2D scrolling
Guitar Hero,2005,Action,3rd-person (Other),PlayStation 2,8.8,92% (85),"Harmonix Music Systems, Inc.","Harmonix Music Systems, Inc.",0.0,1.0,Cinematic camera
Monster Hunter: World - Iceborne,2019,DLC / Add-on,Item,PlayStation 4,8.5,92% (11),"Capcom U.S.A., Inc., Capcom Co., Ltd.","Capcom U.S.A., Inc.",0.0,1.0,
Braid,2008,Action,Side view,Xbox 360,8.6,92% (73),"Microsoft Game Studios, Number None Inc., Hothead Games, Inc.",Microsoft Game Studios,0.0,1.0,2D scrolling
Burnout 3: Takedown,2004,Action,1st-person,PlayStation 2,8.7,92% (103),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Direct control
Metroid Dread,2021,Action,Side view,Nintendo Switch,8.7,92% (22),"Mercury Steam Entertainment S.L., Nintendo EPD",Mercury Steam Entertainment S.L.,0.0,1.0,2D scrolling
Real Racing 2,2010,Racing / Driving,1st-person,iPhone,8.5,92% (12),"Firemint Pty Ltd., Electronic Arts, Inc., Nokia Oyj",Firemint Pty Ltd.,0.0,1.0,"Direct control, Motion control"
Pinball Construction Set,1982,Action,Top-down,Apple II,7.8,92% (6),"BudgeCo., Inc., Electronic Arts, Inc., Comptiq","BudgeCo., Inc.",0.0,1.0,Fixed / flip-screen
The World Ends with You: Solo Remix,2012,Action,Diagonal-down,iPhone,8.3,92% (8),"Square Enix Co., Ltd.","Square Enix Co., Ltd.",0.0,1.0,Anime / Manga
Asphalt 8: Airborne,2013,Racing / Driving,1st-person,iPhone,7.9,92% (5),Gameloft S.E.,Gameloft S.E.,0.0,1.0,Arcade
Chrono Cross,1999,Role-playing (RPG),Diagonal-down,PlayStation,8.2,92% (40),"Square Co., Ltd., Square Electronic Arts L.L.C., Square Enix Co., Ltd., Sony Computer Entertainment America LLC","Square Co., Ltd.",0.0,1.0,Anime / Manga
Fritz 8,2002,Educational,1st-person,Windows,8.0,92% (5),ChessBase GmbH,ChessBase GmbH,0.0,1.0,Chess
Final Fantasy XII,2006,Role-playing (RPG),Behind view,PlayStation 2,8.7,92% (101),"Square Enix Co., Ltd.","Square Enix Co., Ltd.",0.0,1.0,Real-time
Final Fantasy VII: Remake,2020,Role-playing (RPG),3rd-person (Other),PlayStation 4,8.9,92% (44),"Square Enix Co., Ltd.","Square Enix Co., Ltd.",0.0,1.0,Cinematic camera
Beat Sneak Bandit,2012,Action,Side view,iPhone,8.4,92% (11),Simogo AB,Simogo AB,0.0,1.0,"Music / rhythm, Puzzle elements, Stealth"
World of WarCraft,2004,Role-playing (RPG),1st-person,Windows,8.2,92% (61),"Blizzard Entertainment Inc., The9 Limited, Times Newspapers Limited, Soft Club",Blizzard Entertainment Inc.,0.0,1.0,"Persistent, Real-time"
Xenoblade Chronicles,2010,Role-playing (RPG),3rd-person (Other),Wii,9.0,92% (92),"Nintendo Co., Ltd., Nintendo of Europe GmbH, Nintendo of America Inc.","Nintendo Co., Ltd.",0.0,1.0,Anime / Manga
Final Fantasy XIV Online: Shadowbringers,2019,DLC / Add-on,Map / level,PlayStation 4,8.4,92% (10),"Square Enix Co., Ltd.","Square Enix Co., Ltd.",0.0,1.0,
Deathloop,2021,Action,1st-person,Windows,8.7,91% (18),Bethesda Softworks LLC,Bethesda Softworks LLC,0.0,1.0,Shooter
Minecraft,2010,Action,1st-person,Windows,7.9,91% (36),Mojang Specifications,Mojang Specifications,0.0,1.0,"Massively Multiplayer, RPG elements, Sandbox / open world"
NFL 2K,1999,Sports,Diagonal-down,Dreamcast,8.3,91% (13),"Visual Concepts Entertainment, Inc.","Visual Concepts Entertainment, Inc.",0.0,1.0,2D scrolling
Metal Slug 2nd Mission,2000,Action,Side view,Neo Geo Pocket Color,8.2,91% (7),"Ukiyotei Company, Ltd.","Ukiyotei Company, Ltd.",0.0,1.0,2D scrolling
Dun Darach,1985,Adventure,Side view,ZX Spectrum,7.7,91% (7),"Gargoyle Games Ltd, Rebound",Gargoyle Games Ltd,0.0,1.0,Fixed / flip-screen
WarCraft III: Reign of Chaos,2002,Strategy,Diagonal-down,Windows,8.5,91% (86),"Blizzard Entertainment Inc., Automation Electric Company (Wuhan) Limited",Blizzard Entertainment Inc.,0.0,1.0,Free-roaming camera
Lightening Force: Quest for the Darkstar,1992,Action,Side view,Genesis,8.5,91% (27),"SEGA of America, Inc., Technosoft Co., Ltd., SEGA Games Co., Ltd.","SEGA of America, Inc.",0.0,1.0,2D scrolling
Mario Kart DS,2005,Racing / Driving,Behind view,Nintendo DS,8.7,91% (92),"Nintendo of Europe GmbH, Nintendo of Canada Ltd., Nintendo of America Inc., Nintendo Co., Ltd.",Nintendo of Europe GmbH,0.0,1.0,Arcade
Street Fighter IV,2008,Action,Side view,Arcade,8.7,91% (91),"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.","Capcom Co., Ltd.",0.0,1.0,Anime / Manga
Nobby the Aardvark,1992,Action,Side view,Commodore 64,8.0,91% (5),Genesis Software,Genesis Software,0.0,1.0,Platform
Shadowrun: Dragonfall - Director's Cut,2014,Role-playing (RPG),Isometric,Windows,8.1,91% (5),"Harebrained Schemes LLC, Paradox Interactive AB",Harebrained Schemes LLC,0.0,1.0,Turn-based
Reset Generation,2008,Strategy,Top-down,J2ME,8.4,91% (8),Nokia Oyj,Nokia Oyj,0.0,1.0,Turn-based
Virtua Fighter 4: Evolution,2002,Action,3rd-person (Other),Arcade,8.7,91% (42),"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",SEGA Corporation,0.0,1.0,"Arcade, Fighting"
Rock Band,2007,Action,3rd-person (Other),Xbox 360,8.8,91% (102),MTV Games,MTV Games,0.0,1.0,Cinematic camera
Clifford the Big Red Dog: Phonics,2003,Educational,1st-person,Windows,8.1,91% (6),"Scholastic, Inc.","Scholastic, Inc.",0.0,1.0,"Graphics / art, Pre-school / toddler, Reading / writing"
FIFA International Soccer,1994,Sports,Diagonal-down,3DO,8.3,91% (15),Extended Play Productions,Extended Play Productions,0.0,1.0,2D scrolling
Final Fantasy X,2002,Role-playing (RPG),Behind view,PlayStation 2,8.3,91% (15),"Square Co., Ltd., Sony Computer Entertainment Europe Ltd., Electronic Arts, Inc.","Square Co., Ltd.",0.0,1.0,Anime / Manga
Tetris Effect,2018,Action,Side view,PlayStation 4,8.7,91% (21),"Enhance Experience Inc., Sony Interactive Entertainment America LLC",Enhance Experience Inc.,0.0,1.0,Fixed / flip-screen
Forza Motorsport 3,2009,Racing / Driving,1st-person,Xbox 360,8.7,91% (20),Turn 10 Studios,Turn 10 Studios,0.0,1.0,"Automobile, Street racing, Track racing"
Gears of War 3,2011,Action,Behind view,Xbox 360,8.7,91% (37),"Microsoft Game Studios, ak tronic Software & Services GmbH, Microsoft Corporation",Microsoft Game Studios,0.0,1.0,Shooter
Trilby's Notes,2006,Adventure,Side view,Windows,7.9,91% (7),Fully Ramblomatic,Fully Ramblomatic,0.0,1.0,Fixed / flip-screen
Bayonetta 2,2014,Action,Behind view,Wii U,8.8,91% (36),"Nintendo of America Inc., Nintendo of Korea Co., Ltd.",Nintendo of America Inc.,0.0,1.0,Hack and slash
Links 386 Pro,1992,Sports,Behind view,DOS,8.3,91% (8),"Access Software, Inc., Cybelle, Big Finish Games","Access Software, Inc.",0.0,1.0,Golf
NCAA Football 06,2005,Sports,3rd-person (Other),PlayStation 2,8.5,91% (10),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Multiple units/characters control
Inside,2016,Action,Side view,Xbox One,8.3,91% (34),Playdead ApS,Playdead ApS,0.0,1.0,2D scrolling
Rock Band 3,2010,Action,3rd-person (Other),Xbox 360,8.7,91% (19),MTV Games,MTV Games,0.0,1.0,Music / rhythm
World of WarCraft: Wrath of the Lich King,2008,DLC / Add-on,Item,Windows,8.8,91% (40),"Blizzard Entertainment Inc., Soft Club, Blizzard Entertainment Europe",Blizzard Entertainment Inc.,0.0,1.0,
The Legend of Zelda: A Link to the Past/Four Sword...,2002,Action,Diagonal-down,Game Boy Advance,8.0,91% (38),"Capcom Co., Ltd.","Capcom Co., Ltd.",0.0,1.0,2D scrolling
Ultima Underworld II: Labyrinth of Worlds,1993,Action,1st-person,DOS,7.9,91% (15),"ORIGIN Systems, Inc., Electronic Arts Victor, Electronic Arts, Inc.","ORIGIN Systems, Inc.",0.0,1.0,Fantasy
Jump Ultimate Stars,2006,Action,Side view,Nintendo DS,8.2,91% (6),"Ganbarion Co., Ltd.","Ganbarion Co., Ltd.",0.0,1.0,Anime / Manga
Trials Evolution,2012,Racing / Driving,Side view,Xbox 360,8.2,91% (6),RedLynx Ltd,RedLynx Ltd,0.0,1.0,2D scrolling
Rock Band 2,2008,Action,3rd-person (Other),Xbox 360,8.8,91% (72),MTV Games,MTV Games,0.0,1.0,Cinematic camera
Castlevania: Symphony of the Night,1997,Action,Side view,PlayStation,8.5,91% (68),"Konami Co., Ltd., Konami of America, Inc., Konami Deutschland GmbH","Konami Co., Ltd.",0.0,1.0,2D scrolling
Shadow of the Colossus,2005,Action,Behind view,PlayStation 2,8.6,91% (48),"Sony Computer Entertainment America Inc., Sony Computer Entertainment Inc., Sony Computer Entertainment Europe Ltd.",Sony Computer Entertainment America Inc.,0.0,1.0,"Platform, Puzzle elements"
Super Mario World: Super Mario Advance 2,2001,Action,Side view,Game Boy Advance,8.7,91% (31),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Nintendo Co., Ltd.",0.0,1.0,"Platform, Puzzle elements"
SoulCalibur,1998,Action,3rd-person (Other),Arcade,8.5,91% (71),"Namco Limited, Namco Hometek Inc., Namco Europe Limited",Namco Limited,0.0,1.0,"Arcade, Fighting"
The Guild of Thieves,1987,Adventure,1st-person,Macintosh,7.8,91% (12),"Rainbird Software, Firebird Licensees Inc., Strand Games",Rainbird Software,0.0,1.0,Fixed / flip-screen
Apprentice II: The Knight's Move,2004,Adventure,3rd-person (Other),Windows,8.1,91% (6),Herculean Effort Productions,Herculean Effort Productions,0.0,1.0,2D scrolling
Blue's Reading Time Activities,2000,Educational,Side view,Windows,8.2,91% (6),"Humongous Entertainment, Inc.","Humongous Entertainment, Inc.",0.0,1.0,Cards / tiles
Dragon Quest XI S: Echoes of an Elusive Age - Defi...,2019,Role-playing (RPG),3rd-person (Other),Nintendo Switch,8.6,91% (15),"Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo Australia Pty., Ltd.",Nintendo of America Inc.,0.0,1.0,Anime / Manga
Xenogears,1998,Role-playing (RPG),Diagonal-down,PlayStation,8.2,91% (23),"Square Co., Ltd., Square Electronic Arts L.L.C., Square Enix Co., Ltd., Sony Computer Entertainment America Inc.","Square Co., Ltd.",0.0,1.0,Anime / Manga
God of War: Chains of Olympus,2008,Action,Behind view,PSP,8.9,91% (104),"Sony Computer Entertainment America Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Japan",Sony Computer Entertainment America Inc.,0.0,1.0,"Hack and slash, Quick Time Events (QTEs)"
Indiana Jones and the Fate of Atlantis,1992,Adventure,3rd-person (Other),DOS,8.2,91% (47),"Lucasfilm Games LLC, Softgold Computerspiele GmbH, Victor Entertainment Inc.",Lucasfilm Games LLC,0.0,1.0,2D scrolling
Thief: The Dark Project,1998,Action,1st-person,Windows,8.4,91% (35),"Looking Glass Studios, Inc.","Looking Glass Studios, Inc.",0.0,1.0,Stealth
Mario Kart: Super Circuit,2001,Racing / Driving,Behind view,Game Boy Advance,8.4,91% (44),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Nintendo Co., Ltd.",0.0,1.0,Arcade
World of Goo,2008,Action,Side view,Windows,8.5,91% (75),"2D Boy, LLC, Brighter Minds Media, Inc., RTL Games GmbH","2D Boy, LLC",0.0,1.0,2D scrolling
Advance Wars: Dual Strike,2005,Strategy,Diagonal-down,Nintendo DS,8.7,91% (71),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Nintendo Co., Ltd.",0.0,1.0,Anime / Manga
Christmas NiGHTS into Dreams...,1996,Action,Side view,SEGA Saturn,8.0,91% (9),Sonic Team,Sonic Team,0.0,1.0,Direct control
Jak and Daxter: The Precursor Legacy,2001,Action,Behind view,PlayStation 2,8.5,91% (40),"Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment America Inc., Sony Computer Entertainment Inc., Sony Computer Entertainment Korea Inc.",Sony Computer Entertainment Europe Ltd.,0.0,1.0,Platform
Castlevania: Rondo of Blood,1993,Action,Side view,TurboGrafx CD,8.2,91% (15),"Konami Co., Ltd., Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","Konami Co., Ltd.",0.0,1.0,2D scrolling
Hollow Knight,2017,Action,Side view,Windows,8.5,91% (19),Team Cherry,Team Cherry,0.0,1.0,2D scrolling
The Elder Scrolls III: Morrowind - Game of the Yea...,2003,Compilation,,Windows,8.4,91% (22),"Ubisoft Entertainment SA, Bethesda Softworks LLC, Mastertronic Group Ltd.",Ubisoft Entertainment SA,0.0,1.0,
Forza Horizon 4,2018,Racing / Driving,1st-person,Windows Apps,8.7,91% (26),"Microsoft Corporation, Xbox Game Studios",Microsoft Corporation,0.0,1.0,Direct control
Ancient Empires II,2005,Strategy,Diagonal-down,J2ME,8.0,91% (5),Macrospace Ltd,Macrospace Ltd,0.0,1.0,2D scrolling
ZetriX,2000,Action,Side view,Windows,8.0,91% (5),,,0.0,1.0,Fixed / flip-screen
Prince of Persia: The Sands of Time,2003,Action,Behind view,Xbox,8.4,91% (114),"Ubisoft Entertainment SA, Akella, Wizard Soft Ltd.",Ubisoft Entertainment SA,0.0,1.0,"Platform, Puzzle elements"
The Legend of Zelda: A Link Between Worlds,2013,Action,Diagonal-down,Nintendo 3DS,8.7,91% (19),Nintendo EAD,Nintendo EAD,0.0,1.0,"Metroidvania, Puzzle elements"
Disco Elysium: The Final Cut,2021,Role-playing (RPG),Diagonal-down,Windows,7.2,91% (9),Zaum Studio OÜ,Zaum Studio OÜ,0.0,1.0,2D scrolling
Galactic Civilizations II: Dark Avatar,2007,DLC / Add-on,Mechanics,Windows,8.7,91% (26),,,0.0,1.0,
Overwatch (Origins Edition),2016,Action,1st-person,Windows,7.3,91% (7),Blizzard Entertainment Inc.,Blizzard Entertainment Inc.,0.0,1.0,Shooter
Killzone 2,2009,Action,1st-person,PlayStation 3,8.8,91% (87),Guerrilla B.V.,Guerrilla B.V.,0.0,1.0,Shooter
F1 Racing Simulation,1997,Racing / Driving,1st-person,Windows,8.4,91% (19),Ubi Soft Entertainment Software,Ubi Soft Entertainment Software,0.0,1.0,"Automobile, Track racing, Vehicle simulator"
Alien 8,1985,Action,Diagonal-down,Amstrad CPC,7.8,91% (9),"Ultimate Play the Game, Ricochet, Jaleco Ltd.",Ultimate Play the Game,0.0,1.0,"Fixed / flip-screen, Isometric"
The Blob!,2006,Action,Behind view,Windows,8.2,91% (6),Banana Games,Banana Games,0.0,1.0,Direct control
Halo: Combat Evolved,2001,Action,1st-person,Xbox,7.8,91% (110),"Microsoft Corporation, MacSoft",Microsoft Corporation,0.0,1.0,Shooter
Ninja Gaiden,2004,Action,1st-person,Xbox,8.7,91% (79),Team Ninja,Team Ninja,0.0,1.0,Cinematic camera
Faselei!,1999,Strategy,Isometric,Neo Geo Pocket Color,8.0,91% (5),Sacnoth,Sacnoth,0.0,1.0,Anime / Manga
NFL 2K3,2002,Sports,Diagonal-down,PlayStation 2,8.6,91% (26),"SEGA of America, Inc., SEGA Corporation, SEGA Europe Ltd.","SEGA of America, Inc.",0.0,1.0,2D scrolling
Rayman Legends,2013,Action,Side view,Windows,8.8,91% (54),"Ubisoft Entertainment SA, ak tronic Software & Services GmbH, Bihan Internet Technology",Ubisoft Entertainment SA,0.0,1.0,2D scrolling
Inscryption,2021,Puzzle,1st-person,Windows,8.4,91% (11),"Devolver Digital, Inc.","Devolver Digital, Inc.",0.0,1.0,Turn-based
Ratchet & Clank: Rift Apart,2021,Action,Behind view,PlayStation 5,8.7,91% (21),"Insomniac Games, Inc.","Insomniac Games, Inc.",0.0,1.0,"Puzzle elements, Shooter"
Tom Clancy's Splinter Cell,2002,Action,1st-person,Xbox,8.2,91% (93),"Ubi Soft Entertainment Software, Media-Service 2000, Aspyr Media, Inc.",Ubi Soft Entertainment Software,0.0,1.0,Stealth
System Shock 2,1999,Action,1st-person,Windows,8.5,91% (61),"Electronic Arts, Inc., Rainbow Products Limited, Night Dive Studios, LLC","Electronic Arts, Inc.",0.0,1.0,"Shooter, Stealth"
6 Days a Sacrifice,2007,Adventure,3rd-person (Other),Windows,7.8,90% (6),Fully Ramblomatic,Fully Ramblomatic,0.0,1.0,"Graphic adventure, Puzzle elements"
Undertale,2015,Role-playing (RPG),Diagonal-down,Windows,8.6,90% (45),"8-4, Ltd., Fangamer LLC","8-4, Ltd.",0.0,1.0,Turn-based
World of WarCraft: Cataclysm,2010,DLC / Add-on,Item,Windows,8.7,90% (77),Blizzard Entertainment Inc.,Blizzard Entertainment Inc.,0.0,1.0,
Magic Carpet,1994,Action,1st-person,DOS,8.2,90% (21),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Shooter
Pokémon Blue Version,1998,Role-playing (RPG),Diagonal-down,Game Boy,8.2,90% (21),"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,Turn-based
NCAA Football 2003,2002,Sports,Managerial / business simulation,PlayStation 2,8.3,90% (18),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Football (American)
Ollo in the Sunny Valley Fair,2002,Adventure,3rd-person (Other),Windows,8.3,90% (9),"Plaid Banana Entertainment, Transposia",Plaid Banana Entertainment,0.0,1.0,Fixed / flip-screen
Fire Emblem: Awakening,2012,Role-playing (RPG),Diagonal-down,Nintendo 3DS,8.5,90% (28),"Intelligent Systems Co., Ltd.","Intelligent Systems Co., Ltd.",0.0,1.0,Anime / Manga
Saya no Uta,2003,Adventure,1st-person,Windows,8.4,90% (7),"Nitroplus Co., Ltd., Visual Art's, JAST USA","Nitroplus Co., Ltd.",0.0,1.0,Fixed / flip-screen
Homeworld,1999,Strategy,3rd-person (Other),Windows,8.4,90% (35),Relic Entertainment Inc,Relic Entertainment Inc,0.0,1.0,Free-roaming camera
TAGAP: The Apocalyptic Game About Penguins,2007,Action,Side view,Windows,8.1,90% (5),Penguin Development Team,Penguin Development Team,0.0,1.0,2D scrolling
Homeworld: Remastered Collection,2015,Strategy,3rd-person (Other),Windows,8.1,90% (8),"Gearbox Software LLC, Aspyr Media, Inc.",Gearbox Software LLC,0.0,1.0,Free-roaming camera
Ghost of Tsushima: Director's Cut,2021,Action,Behind view,PlayStation 4,8.4,90% (10),"Sony Interactive Entertainment America LLC, Sony Interactive Entertainment Europe Ltd.",Sony Interactive Entertainment America LLC,0.0,1.0,"RPG elements, Sandbox / open world, Stealth"
Sonic the Hedgehog 2,1992,Action,Side view,Genesis,8.3,90% (40),"SEGA Enterprises Ltd., SEGA of America, Inc., Tec Toy Indústria de Brinquedos S.A.",SEGA Enterprises Ltd.,0.0,1.0,2D scrolling
Metal Gear Solid 3: Snake Eater,2004,Action,1st-person,PlayStation 2,8.7,90% (80),"Konami Computer Entertainment Japan, Inc.","Konami Computer Entertainment Japan, Inc.",0.0,1.0,"Shooter, Stealth"
Shin Megami Tensei: Persona 4,2008,Role-playing (RPG),Behind view,PlayStation 2,8.5,90% (40),"Atlus Co., Ltd., Atlus U.S.A., Inc., Square Enix Ltd, Sony Computer Entertainment America LLC","Atlus Co., Ltd.",0.0,1.0,Anime / Manga
Castlevania: Dawn of Sorrow,2005,Action,Side view,Nintendo DS,8.7,90% (80),"Konami Corporation, Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Konami Corporation,0.0,1.0,2D scrolling
